reviews,clusters,tags
It's was dirty and the barista told us she was on lunch when we asked if we could get the bar whipped off...not please with the coffee either took 20 mins for a drip coffee to get done.,Service,Negative
It's was dirty and the barista told us she was on lunch when we asked if we could get the bar whipped off...not please with the coffee either took 20 mins for a drip coffee to get done.,Time,Negative
When I need a break and a lift me up I come here.,Place,Positive
It's a Starbucks! Nice customer service. Drive-through available.,Service,Positive
It's a Starbucks! Nice customer service. Drive-through available.,Place,Positive
Quick and easy,Time,Positive
"The Starbucks partners are friendly, attentive and ensure the customer are comfortable, safe and enjoy their order. Will order everyday!",Service,Positive
"This is one of my three favorite Starbucks locations to come to. The seating options are great and meet the needs for a variety of customer needs. The staff as are generally nice, efficient, and helpful. I have had all positive interactions with all each of the staff working while I'm in this Starbuck.",Place,Positive
"This is one of my three favorite Starbucks locations to come to. The seating options are great and meet the needs for a variety of customer needs. The staff as are generally nice, efficient, and helpful. I have had all positive interactions with all each of the staff working while I'm in this Starbuck.",Service,Positive
"Still one of the most expensive cups of coffee, but oh so good!",Coffee,Positive
Friendly svc and drinks are made correctly.,Service,Positive
Friendly svc and drinks are made correctly.,Coffee,Positive
Always a nice experience,Service,Positive
"Always friendly! Always prepared with quickness that doesn't detract from the quality, and as always, ""very tasty""!",Service,Positive
"Always friendly! Always prepared with quickness that doesn't detract from the quality, and as always, ""very tasty""!",Coffee,Positive
Very pricey coffee and just heard for xmas will not put on MERRY CHRISTMAS BUT INSTEAD MERRY COFFEE!!,Coffee,Negative
Love it! Staff is ALWAYS NICE!!!,Service,Positive
Ok coffee,Coffee,Neutral
"(Translated by Google) Great

(Original)
Excelente",Service,Positive
"I ordered an iced coffee and an order of the sous vide egg bites. The barista had forgotten the second part of my order. I'd placed a mobile one on the way in so I could get to studying right away. I love to study here. I didn't make a stink about it. Why would I? We're human. She brought my egg bites out to where I was sitting along with a $4 off card for my inconvenience. I definitely didn't expect such a generous make up for a slight inconvenience. I very much appreciate her gesture of good will. It was a rough day at work and straight to studying. She really made my day. This is an excellent Starbucks to visit. The staff is incomparably professional and has amazing customer service. Great job, Starbucks at Bullard and Bell!",Coffee,Neutral
"I ordered an iced coffee and an order of the sous vide egg bites. The barista had forgotten the second part of my order. I'd placed a mobile one on the way in so I could get to studying right away. I love to study here. I didn't make a stink about it. Why would I? We're human. She brought my egg bites out to where I was sitting along with a $4 off card for my inconvenience. I definitely didn't expect such a generous make up for a slight inconvenience. I very much appreciate her gesture of good will. It was a rough day at work and straight to studying. She really made my day. This is an excellent Starbucks to visit. The staff is incomparably professional and has amazing customer service. Great job, Starbucks at Bullard and Bell!",Food,Neutral
"I ordered an iced coffee and an order of the sous vide egg bites. The barista had forgotten the second part of my order. I'd placed a mobile one on the way in so I could get to studying right away. I love to study here. I didn't make a stink about it. Why would I? We're human. She brought my egg bites out to where I was sitting along with a $4 off card for my inconvenience. I definitely didn't expect such a generous make up for a slight inconvenience. I very much appreciate her gesture of good will. It was a rough day at work and straight to studying. She really made my day. This is an excellent Starbucks to visit. The staff is incomparably professional and has amazing customer service. Great job, Starbucks at Bullard and Bell!",Service,Positive
"I ordered an iced coffee and an order of the sous vide egg bites. The barista had forgotten the second part of my order. I'd placed a mobile one on the way in so I could get to studying right away. I love to study here. I didn't make a stink about it. Why would I? We're human. She brought my egg bites out to where I was sitting along with a $4 off card for my inconvenience. I definitely didn't expect such a generous make up for a slight inconvenience. I very much appreciate her gesture of good will. It was a rough day at work and straight to studying. She really made my day. This is an excellent Starbucks to visit. The staff is incomparably professional and has amazing customer service. Great job, Starbucks at Bullard and Bell!",Place,Positive
Very pleased with the service I received. The line was very long and there was only one worker at that time but he kept his cool and made sure everyone got their orders as quick as possible  great workers and great products,Service,Positive
Very pleased with the service I received. The line was very long and there was only one worker at that time but he kept his cool and made sure everyone got their orders as quick as possible  great workers and great products,Coffee,Positive
No large lids (?),Service,Negative
Service is ridiculously slow.,Service,Negative
"My favorite Starbucks in Wilmington. Friendly, I feel at home.",Place,Positive
Smells coffee sucks,Coffee,Negative
Most polite people around. Tim the manager is definitely a people person!,Service,Positive
"Typical Starbucks. Lousy, bitter coffee that's way overpriced. The only thing that's good in any Starbucks is their Frappacino, but they cost too much.",Coffee,Negative
"Typical Starbucks. Lousy, bitter coffee that's way overpriced. The only thing that's good in any Starbucks is their Frappacino, but they cost too much.",Coffee,Negative
It's a standard shop,Place,Neutral
Waited for a few minutes but my coffees were made perfectly!,Coffee,Positive
As good as almost any other Starbucks location.,Place,Positive
"One reason I like them is everything’s
the same everywhere they are. I don’t like the fact that they let bums linger in the restaurants.",Place,Neutral
"To be honest, with with the number of students waiting in line the service is pretty fast.",Service,Positive
"Not greatest coffee in the world, but it is convenient",Coffee,Neutral
Literally the best Starbucks in Woodburn!,Place,Positive
They are lacking on the flavors. I didn't get enough mocha in my frappe.,Coffee,Negative
"Very friendly staff.  They are probably one of the busiest Starbucks in the area, so on rare occasion, you may have to wait a little longer than normal going through the drive through, but otherwise, great staff.",Service,Positive
Nice place and the cashier is Awesome,Place,Positive
Nice place and the cashier is Awesome,Service,Positive
Best looking Starbucks in all of Las Vegas great outdoor seating with USB hubs and easy access to everywhere in the town,Place,Positive
Needs to work on customer service.,Service,Negative
"Super courteous, wait was very little. They have outdoor seating! 5/5 definitely recommend",Service,Positive
"Super courteous, wait was very little. They have outdoor seating! 5/5 definitely recommend",Place,Positive
It's Starbucks... The staff is friendly and the drinks are always good.,Service,Positive
It's Starbucks... The staff is friendly and the drinks are always good.,Coffee,Positive
Goddamn legends these folks are,Service,Positive
Love,Coffee,Positive
Love the new looks,Place,Positive
"I am always treated very well at this Starbucks, the girls know my coffee and know my voice when I come thru!! I love them all so much! They always make me smile!! And my coffee is always right and delicious!",Service,Positive
"I am always treated very well at this Starbucks, the girls know my coffee and know my voice when I come thru!! I love them all so much! They always make me smile!! And my coffee is always right and delicious!",Coffee,Positive
Standard for the company. Friendly staff.,Service,Positive
Great service great people,Service,Positive
Very friendly staff,Service,Positive
"I love the one in Apache Junction. The people working there are the best.  They're hardworking, reliable, knowledgeable, fast, friendly, and they all deserve a raise. They know me well and treat me so good, that's the main reason I go there so much. They treat you as if they've known you forever. I won't go anywhere else. If you post a bad review, then you were probably the problem cuz no matter how tough the day is for them, they continue to provide the best service possible. Plus the customer isn't always right, some are just born bitter and rude. I love everyone of them and tell them often I appreciate them all. Pretty simple...... 10+ 👍🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟",Service,Positive
"Starbucks as Starbucks, always good. This one is a new location what makes it even better.",Coffee,Positive
"Starbucks as Starbucks, always good. This one is a new location what makes it even better.",Place,Positive
It was buy one get one espresso so it was an awesome experience,Coffee,Positive
"I met a lady who I believe was named Tammy at this Starbucks today and wanted to give her a big shout out! She was soooo nice, and we shared an excitement that oatmilk is on the menu now 😂 Thank you for the great service and yummy coffee!",Service,Positive
"I met a lady who I believe was named Tammy at this Starbucks today and wanted to give her a big shout out! She was soooo nice, and we shared an excitement that oatmilk is on the menu now 😂 Thank you for the great service and yummy coffee!",Coffee,Positive
Great customer service!,Service,Positive
Its Starbucks!!!! Friendly service alway good coffee,Service,Positive
Its Starbucks!!!! Friendly service alway good coffee,Coffee,Positive
"The dregs of Starbucks, but then again, dealing with suburban-steering ringfingers and their progeny from dusk to dawn is a morale killer in any context....",Place,Negative
Their Pumpkin bread and pumpkin Crm Chz muffin is 😍😍😍,Food,Positive
Cranberry bliss bars a must try,Food,Positive
"Great coffee and Almond croissant! quick, and friendly staff.",Coffee,Positive
"Great coffee and Almond croissant! quick, and friendly staff.",Food,Positive
"Great coffee and Almond croissant! quick, and friendly staff.",Service,Positive
The servers was good and the people were nice to help me to get the coffee that I wanted.,Service,Positive
"Yum.  Friendly, fast, good suggestions.",Service,Positive
"Yum.  Friendly, fast, good suggestions.",Coffee,Positive
Stopped to pick up some coffee and a bite to eat. Good atmosphere and the food was good as well...,Place,Positive
Stopped to pick up some coffee and a bite to eat. Good atmosphere and the food was good as well...,Food,Positive
The staff changes frequently and they are not friendly,Service,Negative
"The most expensive Starbucks I've ever been to and they don't do treat receipts they give you a receipt with the survey on the bottom and they tear the survey code off off the receipt so you can not use it to earn a free beverage, my advice get your Starbucks before you go to the casino",Place,Negative
"The most expensive Starbucks I've ever been to and they don't do treat receipts they give you a receipt with the survey on the bottom and they tear the survey code off off the receipt so you can not use it to earn a free beverage, my advice get your Starbucks before you go to the casino",Coffee,Negative
They don't even know that there's something called online order,Time,Negative
Just went through the driver thru. Barista was very friendly. Beverage was delicious.,Service,Positive
Just went through the driver thru. Barista was very friendly. Beverage was delicious.,Coffee,Positive
Fast service,Service,Positive
"After my second experience here I have a better review. The barista, Denise, she asked and offered more questions than any other barista at any location, I was impressed! She said that since she loved coffee she wanted others to love it as well and make it more of an experience. I truly thank her for that.",Service,Positive
Starbucks loves you back. I greatly appreciate the way the love and take care of me as a customer. From the value of the product to the training and personality of the staff to the fun of collecting stars. Thanks for making my day a little brighter.,Service,Positive
I hate driving around it twice to get into the drive thru. They should fix it,Place,Negative
"If you couldn't tell by my posts and profile already, I'm a gigantic coffee fan.  Not just a coffeeshop fan, but a Chemex in my house and pour over brewer at work type of fan.  I love trying out a new Starbucks or other coffee shop and sharing the news.  This particular coffee shop has served me well for the past year.  The baristas are friendly and the coffee has always been fresh when I've been there.  Due to its location and popularity there could be a wait depending on the time of day...so I understand some of the complaints...its really the only quality, true Starbucks café in this area.

Fortunately for this Starbucks I'm writing their review today and they impressed me with an act I have yet to witness in my coffee journeys.  For the first time at any coffee shop I've reviewed so far, I was asked if I had time for a pour over speciality roast after I placed my order.  A pour over...in Cary, NC and at a Starbucks mind you.  I couldn't say yes fast enough...and it was done right.  The barista was able to make a quality pour over while assisting other customers.  I hope this wasn't only a one time thing and they continue this offering and other cafés in the area follow suit.

If you enjoy Starbucks and don't mind the occasional crowd this is a good choice for those in the area.",Coffee,Positive
"If you couldn't tell by my posts and profile already, I'm a gigantic coffee fan.  Not just a coffeeshop fan, but a Chemex in my house and pour over brewer at work type of fan.  I love trying out a new Starbucks or other coffee shop and sharing the news.  This particular coffee shop has served me well for the past year.  The baristas are friendly and the coffee has always been fresh when I've been there.  Due to its location and popularity there could be a wait depending on the time of day...so I understand some of the complaints...its really the only quality, true Starbucks café in this area.

Fortunately for this Starbucks I'm writing their review today and they impressed me with an act I have yet to witness in my coffee journeys.  For the first time at any coffee shop I've reviewed so far, I was asked if I had time for a pour over speciality roast after I placed my order.  A pour over...in Cary, NC and at a Starbucks mind you.  I couldn't say yes fast enough...and it was done right.  The barista was able to make a quality pour over while assisting other customers.  I hope this wasn't only a one time thing and they continue this offering and other cafés in the area follow suit.

If you enjoy Starbucks and don't mind the occasional crowd this is a good choice for those in the area.",Place,Positive
"If you couldn't tell by my posts and profile already, I'm a gigantic coffee fan.  Not just a coffeeshop fan, but a Chemex in my house and pour over brewer at work type of fan.  I love trying out a new Starbucks or other coffee shop and sharing the news.  This particular coffee shop has served me well for the past year.  The baristas are friendly and the coffee has always been fresh when I've been there.  Due to its location and popularity there could be a wait depending on the time of day...so I understand some of the complaints...its really the only quality, true Starbucks café in this area.

Fortunately for this Starbucks I'm writing their review today and they impressed me with an act I have yet to witness in my coffee journeys.  For the first time at any coffee shop I've reviewed so far, I was asked if I had time for a pour over speciality roast after I placed my order.  A pour over...in Cary, NC and at a Starbucks mind you.  I couldn't say yes fast enough...and it was done right.  The barista was able to make a quality pour over while assisting other customers.  I hope this wasn't only a one time thing and they continue this offering and other cafés in the area follow suit.

If you enjoy Starbucks and don't mind the occasional crowd this is a good choice for those in the area.",Service,Positive
"Stoped here during a lengthy walk with 3 large dogs. They were SO sweet, bringing extra water out on the patio for our dogs and gave each of them a little Pup-a-Chino too!",Service,Positive
This is amazing. I passed by a Starbucks at Ralphs. I never purchased anything...or did I? After all Google never makes a mistake or do they??,Place,Positive
Ordered food time I got to pickup line it was ready not that I got alot of stuff but that worked out well.Thanks Starbucks 🤟,Time,Positive
"Perfect place to grab a coffee, when you are driving around downtown. There's a big parking lot. And since the Starbucks is inside target store, you can also get something to eat, if you are hungry.",Place,Positive
"Perfect place to grab a coffee, when you are driving around downtown. There's a big parking lot. And since the Starbucks is inside target store, you can also get something to eat, if you are hungry.",Food,Positive
Always great food and friendly service. Love to late hours at this location.,Food,Positive
Always great food and friendly service. Love to late hours at this location.,Service,Positive
Always great food and friendly service. Love to late hours at this location.,Time,Positive
One of my favorite Starbucks. Employees are always courteous and friendly.,Service,Positive
Fire always go to my OG drink the triple venti white chocolate mocha,Coffee,Positive
Yummy coffee,Coffee,Positive
"Horrible service at the Starbucks in target. Got my drink after others who ordered after me. And they weren't simple drinks which was already annoying. And to top it off, they forgot to make the food. Staff are oblivious, bad at communication and customer service and just stared at each other when they realized the food wasn't made. Get some new staff, preferably smarter ones.",Service,Negative
"Horrible service at the Starbucks in target. Got my drink after others who ordered after me. And they weren't simple drinks which was already annoying. And to top it off, they forgot to make the food. Staff are oblivious, bad at communication and customer service and just stared at each other when they realized the food wasn't made. Get some new staff, preferably smarter ones.",Food,Negative
"The baristas make a point to get to know you. They have a good rapport with each other. And, the coffee is good! 😉",Service,Positive
"The baristas make a point to get to know you. They have a good rapport with each other. And, the coffee is good! 😉",Coffee,Positive
Remodeled on the inside. Really nice. Can get backed-up in the drive-thru during the morning rush.,Place,Positive
Remodeled on the inside. Really nice. Can get backed-up in the drive-thru during the morning rush.,Time,Neutral
"What can u say about this place.  It is ""in"". I am changing my habits and supporting more local businesses.",Place,Neutral
Best coffee!,Coffee,Positive
Coffee was for and strong exactly what I needed!,Coffee,Positive
Nice staff!,Service,Positive
They don't participate in any corporate offerings. They might as well not even be at Starbucks. Making the Starbucks app useless,Service,Negative
Best coffee ever,Coffee,Positive
I wish they accept the rewards.,Service,Negative
Its the fast food of coffee. Best thing to do is order online that lets you customize your drink and pay then you can pick it up inside or go through the drive thru and pick it up,Time,Positive
Kind workers and good Starbucks for being inside the grocery store,Service,Positive
Kind workers and good Starbucks for being inside the grocery store,Place,Positive
I go here all the time and my coffee is normally pretty good but the staff is just so damn rude. God forbid you ask for napkins in the drive thru. I don't understand how turning around and grabbing some napkins is an inconvenience but they've made it very clear that it's a waste of their precious time.,Coffee,Positive
I go here all the time and my coffee is normally pretty good but the staff is just so damn rude. God forbid you ask for napkins in the drive thru. I don't understand how turning around and grabbing some napkins is an inconvenience but they've made it very clear that it's a waste of their precious time.,Service,Negative
"as a ""northerner"" im a huge caribou fan, i always thought going to starbucks felt more (take a number) ""franchisey"". however, i have been pleasantly surprised down here in the greater pheonix area, all of the starbucks here have been warm and welcoming, improvements have been made to make me feel more like an actual person when i drive through, or enter the store(s) 👍👍",Place,Positive
Don't bother.... service is unbelievably slow!,Service,Negative
Price went up,Food,Negative
"(Translated by Google) Just starbucks

(Original)
그냥 스타벅스",Coffee,Neutral
Line was sooo long and the girl making my coffee gave me the wrong size drink and had to wait even longer ended up pouring it into bigger cup and adding more milk which totally ruined the ratio of my coffee. Will stick with my other location,Time,Negative
Line was sooo long and the girl making my coffee gave me the wrong size drink and had to wait even longer ended up pouring it into bigger cup and adding more milk which totally ruined the ratio of my coffee. Will stick with my other location,Service,Negative
Line was sooo long and the girl making my coffee gave me the wrong size drink and had to wait even longer ended up pouring it into bigger cup and adding more milk which totally ruined the ratio of my coffee. Will stick with my other location,Coffee,Negative
"Perfect location, right by the highway..such a convenient spot to and from work..Or if you’re just in the downtown area. Friendliest and nicest  baristas, always have positive attitudes/energy.",Place,Positive
"Perfect location, right by the highway..such a convenient spot to and from work..Or if you’re just in the downtown area. Friendliest and nicest  baristas, always have positive attitudes/energy.",Service,Positive
Fast service.  Great sides -- potatoes and green beans.  Chicken is good especially when fresh.,Service,Positive
Fast service.  Great sides -- potatoes and green beans.  Chicken is good especially when fresh.,Food,Positive
My Favorite Coffee,Coffee,Positive
"Didn’t bring my mom the right tea very upsetting
Takes forever
Long line
Not good customer service",Coffee,Negative
"Didn’t bring my mom the right tea very upsetting
Takes forever
Long line
Not good customer service",Time,Negative
"Didn’t bring my mom the right tea very upsetting
Takes forever
Long line
Not good customer service",Service,Negative
"Quick service, friendly barista & drink made correct.  I love the leather sofa when I go in to study!",Service,Positive
"Quick service, friendly barista & drink made correct.  I love the leather sofa when I go in to study!",Place,Positive
"Generic, doesn't take phone app cards, only open until 7 p.m.",Place,Negative
"Generic, doesn't take phone app cards, only open until 7 p.m.",Time,Negative
Fast quick service!,Service,Positive
Nice atmosphere like any other Starbucks. Service is slow.,Place,Positive
Nice atmosphere like any other Starbucks. Service is slow.,Service,Negative
Overly priced coffee...I had my first cup of the caramel macchiato and wasn't impressed at all.,Coffee,Negative
"Good coffee, good food",Coffee,Positive
"Good coffee, good food",Food,Positive
This is and always will be a great store. The barista's get bombarded with huge orders yet always seem to keep a smile while getting yelled at for long wait times that sometimes just can't be helped. It takes 45 seconds just to make one drink so if you order 3+ drinks add up that time. Long wait times in a lot of cases is not their fault its ours. Tip them because these guys really REALLY work hard to provide a great experience for everyone.,Service,Positive
This is and always will be a great store. The barista's get bombarded with huge orders yet always seem to keep a smile while getting yelled at for long wait times that sometimes just can't be helped. It takes 45 seconds just to make one drink so if you order 3+ drinks add up that time. Long wait times in a lot of cases is not their fault its ours. Tip them because these guys really REALLY work hard to provide a great experience for everyone.,Time,Neutral
Great place to get coffee.,Coffee,Positive
Stopped in after shopping at Target. We got one each of yhe New Teas. Both very good.,Coffee,Positive
Every time I have been here I never get the drink I order.,Coffee,Negative
Great place to go if you like coffee! They have some of the kindness people I've met.,Place,Positive
Great place to go if you like coffee! They have some of the kindness people I've met.,Service,Positive
"This Starbs is in a very convenient location, right inside of the Stop and Shop. Great for getting the coffee fix, but unfortunately no seating option. If you just want the coffee to go, this is a perfect location. The staff is also really nice and makes drinks exactly the way I'd expect from a standalone location.",Place,Positive
"This Starbs is in a very convenient location, right inside of the Stop and Shop. Great for getting the coffee fix, but unfortunately no seating option. If you just want the coffee to go, this is a perfect location. The staff is also really nice and makes drinks exactly the way I'd expect from a standalone location.",Coffee,Positive
"This Starbs is in a very convenient location, right inside of the Stop and Shop. Great for getting the coffee fix, but unfortunately no seating option. If you just want the coffee to go, this is a perfect location. The staff is also really nice and makes drinks exactly the way I'd expect from a standalone location.",Service,Positive
"(Translated by Google) It is a good place to buy any appetizer

(Original)
Es un buen sitio para comprar  cualquier aperitivo",Food,Positive
Great service. Quick.,Service,Positive
"Always got what I love, without fail. What more can you ask for!",Coffee,Positive
Great coffee frappuccinos however the store could be a little bit larger to accommodate all the people that come in from Target.,Coffee,Positive
Great coffee frappuccinos however the store could be a little bit larger to accommodate all the people that come in from Target.,Place,Neutral
"Every time I visit this location the service is abominable, but I feel I had an educational experience.  Here's how it went: today I stood waiting to order while the two employees complained loudly about their job and the location.  When they did let me order they seemed pretty unhappy about making a hot chocolate...so yeah.  They filled the drink only about 3/4 full.  It's hot chocolate.  Not a foamy drink.  So I guess what I've learned is that these poor beleaguered employees have been forced to go above and beyond the call of duty by A) talking to costumers B) Figuring out how much to charge for the drink C) Filling the drink.  It's a lot to ask; a tremendous amount of work to ask of two people at a coffee shop.  The moral of the story is this:  Go somewhere else.  Leave these employees to moan and complain in peace.",Service,Negative
"They overfill the cups and have caused spills!  They continue to not know how to make the Medicine Ball or Citrus Defender. We send people to Mars but for goodness sakes, this particular location just cannot get this drink down. Ugh.",Coffee,Negative
"They overfill the cups and have caused spills!  They continue to not know how to make the Medicine Ball or Citrus Defender. We send people to Mars but for goodness sakes, this particular location just cannot get this drink down. Ugh.",Service,Negative
Rude,Service,Negative
"Jada at the #34 store inside Frys at Speedway and Pantano in Tucson was beyond amazing! She was so kind and sweet, and was so upbeat and happy which truly made my day so much better. She drew a smiley face on my cup and that was the icing on the cake of how wonderful she was! Please give her a raise, she deserves it!",Service,Positive
"Music too loud and people outside smoking.  I have decreased visiting Starbucks because of the growing trend in all the stores. This location is the worst I've seen. This makes it very difficult for individuals to have conversations on the phone with loud background noise. My boss even said, ""how can you concentrate with all the ruckus in the background?""  I'm very disappointed and will not frequent Starbucks because of this growing trend.

What happened to the days when a Starbucks was a quiet, tranquil environment that people went to, to work and study???",Place,Negative
"I come to this Starbucks pretty often, and other than being overpriced because it is a Starbucks, I can only say good things about this one. The staff is really nice and fast at making the order, and the place has a nice vibe. There is indoor as well as outdoor seating, and a ""study room"" ( I guess that's what you call it ) there are also biking racks on the side of the building.",Place,Positive
"I come to this Starbucks pretty often, and other than being overpriced because it is a Starbucks, I can only say good things about this one. The staff is really nice and fast at making the order, and the place has a nice vibe. There is indoor as well as outdoor seating, and a ""study room"" ( I guess that's what you call it ) there are also biking racks on the side of the building.",Service,Positive
Good Starbucks.,Place,Positive
Always super busy however they always get your order right and you can use target gift cards to pay as well!,Place,Neutral
Always super busy however they always get your order right and you can use target gift cards to pay as well!,Service,Positive
Fast and efficient. Friendly staff,Service,Positive
Starbucks what can I say,Coffee,Neutral
Fast service friendly staff,Service,Positive
This one had booths..,Place,Positive
Never again.,Service,Negative
Love their baristas. And their flavors are unique.  Coffee doesn't taste the same at other Starbucks. ❤❤❤❤❤,Service,Positive
Love their baristas. And their flavors are unique.  Coffee doesn't taste the same at other Starbucks. ❤❤❤❤❤,Coffee,Positive
Good fast service.,Service,Positive
Worst caramel machiato I have ever had.,Coffee,Negative
"I actually like it more for the good environment and croissants than the coffee, but Starbucks is nice.",Place,Positive
"I actually like it more for the good environment and croissants than the coffee, but Starbucks is nice.",Food,Positive
Nice and clean with plenty of seating.,Place,Positive
Cordial staff lots of coffee selections.,Service,Positive
Cordial staff lots of coffee selections.,Coffee,Positive
Baristas need more training,Service,Negative
Cute coffee shop with plenty of seating for individuals and couples of people with large windows to view the scenery of Ann Arbor. Staff were friendly and hot chocolate was delicious,Place,Positive
Cute coffee shop with plenty of seating for individuals and couples of people with large windows to view the scenery of Ann Arbor. Staff were friendly and hot chocolate was delicious,Coffee,Positive
Cute coffee shop with plenty of seating for individuals and couples of people with large windows to view the scenery of Ann Arbor. Staff were friendly and hot chocolate was delicious,Service,Positive
"Depending on what shift it is, you may get a cool Barista that knows what customer service is or one that has the ""Hurry up! What do you want?"" (Attitude) Mostly good Starbucks stop though, even for being in the ghetto.",Service,Neutral
"Depending on what shift it is, you may get a cool Barista that knows what customer service is or one that has the ""Hurry up! What do you want?"" (Attitude) Mostly good Starbucks stop though, even for being in the ghetto.",Place,Neutral
Very friendly staff,Service,Positive
"The staff are always very friendly! I had forgotten my wallet one day and they comped my order. When I went back, they told me not to worry about it. Super generous of them. They located in a convenient spot and are very quick!",Service,Positive
"The staff are always very friendly! I had forgotten my wallet one day and they comped my order. When I went back, they told me not to worry about it. Super generous of them. They located in a convenient spot and are very quick!",Place,Positive
"The staff are always very friendly! I had forgotten my wallet one day and they comped my order. When I went back, they told me not to worry about it. Super generous of them. They located in a convenient spot and are very quick!",Time,Positive
Love this location!!,Place,Positive
They are so nice. I went today with my puppy and they gave him a Puppuccino.,Service,Positive
"A pretty good location for Starbucks.  They had everything you would normally expect from a Starbucks and were also friendly.   If you want coffee and live near this location, it's probably a good idea to stop by here and give it a try.",Place,Positive
"A pretty good location for Starbucks.  They had everything you would normally expect from a Starbucks and were also friendly.   If you want coffee and live near this location, it's probably a good idea to stop by here and give it a try.",Coffee,Positive
"A pretty good location for Starbucks.  They had everything you would normally expect from a Starbucks and were also friendly.   If you want coffee and live near this location, it's probably a good idea to stop by here and give it a try.",Service,Positive
Not a coffee drinker but I do love the different teas they offer.,Coffee,Positive
Large Starbucks with many places to  sit.  I was the only one in line inside so wait time fairly short.  Drive thru appeared fairly busy.  Slightly annoying that they have both bathrooms as working when one BR only locks when door is ajar.  No warning signs on door.,Place,Neutral
Large Starbucks with many places to  sit.  I was the only one in line inside so wait time fairly short.  Drive thru appeared fairly busy.  Slightly annoying that they have both bathrooms as working when one BR only locks when door is ajar.  No warning signs on door.,Time,Positive
Large Starbucks with many places to  sit.  I was the only one in line inside so wait time fairly short.  Drive thru appeared fairly busy.  Slightly annoying that they have both bathrooms as working when one BR only locks when door is ajar.  No warning signs on door.,Place,Negative
"(Translated by Google) Very refreshing drinks

(Original)
Muy refrescante las bebidas",Coffee,Positive
The service will bring you back each time at this location. One recommendation would be to get the nitro cold brew coffee please. Then I'll add the final star.,Service,Positive
The service will bring you back each time at this location. One recommendation would be to get the nitro cold brew coffee please. Then I'll add the final star.,Coffee,Positive
Frequently out of caramel. The one on University in Clive is more reliable. The drive through is sometimes insane.  Love the staff here though!,Coffee,Negative
Frequently out of caramel. The one on University in Clive is more reliable. The drive through is sometimes insane.  Love the staff here though!,Place,Negative
Frequently out of caramel. The one on University in Clive is more reliable. The drive through is sometimes insane.  Love the staff here though!,Service,Positive
Not my favorite Starbucks not the standard I'm used to from starbucks,Place,Negative
Great people. Very friendly,Service,Positive
"Super packed, but I can always get out fast.",Time,Positive
Covid ready. Just another Starbucks. Coffee is good. Treats way overpriced. Free parking. No drive through.,Place,Neutral
Covid ready. Just another Starbucks. Coffee is good. Treats way overpriced. Free parking. No drive through.,Coffee,Positive
Covid ready. Just another Starbucks. Coffee is good. Treats way overpriced. Free parking. No drive through.,Food,Negative
Fast service. Usually busy.,Service,Positive
Fast service. Usually busy.,Time,Neutral
Took a long time to get through drive thru line but worker was friendly and order was correct.,Time,Neutral
Took a long time to get through drive thru line but worker was friendly and order was correct.,Service,Positive
I am a starbucksaholic and i drink at least one coffee a day. I already know all of the employees here and they already know my order when i arrive. They are very professional and make the coffee quick. This is also rare but the location is not always stuffed like the rest of the Starbucks ive been to. They have enough employees to accommodate everyone and overall i recommend coming to this specific Starbucks.,Service,Positive
I am a starbucksaholic and i drink at least one coffee a day. I already know all of the employees here and they already know my order when i arrive. They are very professional and make the coffee quick. This is also rare but the location is not always stuffed like the rest of the Starbucks ive been to. They have enough employees to accommodate everyone and overall i recommend coming to this specific Starbucks.,Place,Positive
I am a starbucksaholic and i drink at least one coffee a day. I already know all of the employees here and they already know my order when i arrive. They are very professional and make the coffee quick. This is also rare but the location is not always stuffed like the rest of the Starbucks ive been to. They have enough employees to accommodate everyone and overall i recommend coming to this specific Starbucks.,Coffee,Positive
Great location and fast service. The staff is always super kind and friendly... Giving four stars since this is my third visit in a month they are closed.,Place,Positive
Great location and fast service. The staff is always super kind and friendly... Giving four stars since this is my third visit in a month they are closed.,Service,Positive
Great location and fast service. The staff is always super kind and friendly... Giving four stars since this is my third visit in a month they are closed.,Time,Negative
Great tasty coffee!,Coffee,Positive
Excellent coffee,Coffee,Positive
Because I was wearing my TRUMP hat they refused to serve me!!,Service,Negative
"(Translated by Google) Starbucks is like Starbucks. As always, few seats.

(Original)
Старбакс как старбакс. Как всегда мало сидячих мест.",Place,Neutral
Love the warm pumpkin bread,Food,Positive
I was a witness of the cashier Susy hysterical yelling at the customer because he had a face covered entering the store but it was not an actual mask. And at the same moment her mask was down. She just exposed at him without even trying to be polite at any point.  Really unprofessional from Starbucks employee.,Service,Negative
"It's wonderful to grab a cup of coffee while shopping.
Can't drink it while shopping right now, thanks to Covid...",Coffee,Positive
"No complaints! The ladies are always cheerful, and they aren't ever snooty. Delicious coffee & tea drinks, same with the baked goods.",Service,Positive
"No complaints! The ladies are always cheerful, and they aren't ever snooty. Delicious coffee & tea drinks, same with the baked goods.",Coffee,Positive
"No complaints! The ladies are always cheerful, and they aren't ever snooty. Delicious coffee & tea drinks, same with the baked goods.",Food,Positive
Best one,Place,Positive
This is a come as your are store. Myself and a couple of my family members used the drive through to purchase some of their summer drinks. I enjoyed the drink but the fruit in the drink were not edible.,Place,Neutral
